SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AGE_CLIENT,YEARS_EMPLOYED,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,ANNUITY_INCOME%,PAYMENT_RATE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE
100022,0,Revolving loans,F,49,21.38,1.0,N,Y,112500.0,157500.0,7875.0,157500.0,0.07,0.05,Working,Secondary / secondary special,Widow,House / apartment,Laborers
100023,0,Cash loans,F,31,5.58,2.0,N,Y,90000.0,544491.0,17563.5,454500.0,0.195,0.032,State servant,Higher education,Single / not married,House / apartment,Core staff
100024,0,Revolving loans,M,50,11.74,2.0,Y,Y,135000.0,427500.0,21375.0,427500.0,0.158,0.05,Working,Secondary / secondary special,Married,House / apartment,Laborers
100025,0,Cash loans,F,41,4.53,3.0,Y,Y,202500.0,1132573.5,37561.5,927000.0,0.185,0.033,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
100026,0,Cash loans,F,31,11.8,3.0,N,N,450000.0,497520.0,32521.5,450000.0,0.072,0.065,Working,Secondary / secondary special,Married,Rented apartment,Sales staff
100027,0,Cash loans,F,68,4.52,2.0,N,Y,83250.0,239850.0,23850.0,225000.0,0.286,0.099,Pensioner,Secondary / secondary special,Married,House / apartment,
100029,0,Cash loans,M,31,2.04,4.0,Y,N,135000.0,247500.0,12703.5,247500.0,0.094,0.051,Working,Secondary / secondary special,Married,House / apartment,Drivers
100030,0,Cash loans,F,53,9.57,2.0,N,Y,90000.0,225000.0,11074.5,225000.0,0.123,0.049,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff
100031,1,Cash loans,F,51,7.2,1.0,N,Y,112500.0,979992.0,27076.5,702000.0,0.241,0.028,Working,Secondary / secondary special,Widow,House / apartment,Cooking staff
100032,0,Cash loans,M,44,3.38,3.0,N,Y,112500.0,327024.0,23827.5,270000.0,0.212,0.073,Working,Secondary / secondary special,Married,House / apartment,Laborers
100033,0,Cash loans,M,27,4.92,1.0,Y,Y,270000.0,790830.0,57676.5,675000.0,0.214,0.073,State servant,Higher education,Single / not married,House / apartment,
100034,0,Revolving loans,M,28,2.77,1.0,N,Y,90000.0,180000.0,9000.0,180000.0,0.1,0.05,Working,Higher education,Single / not married,With parents,Laborers
100035,0,Cash loans,F,42,7.31,2.0,N,Y,292500.0,665892.0,24592.5,477000.0,0.084,0.037,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,
100036,0,Cash loans,F,31,3.02,2.0,N,Y,112500.0,512064.0,25033.5,360000.0,0.223,0.049,Working,Secondary / secondary special,Civil marriage,House / apartment,Private service staff
100037,0,Cash loans,F,36,12.07,2.0,N,N,90000.0,199008.0,20893.5,180000.0,0.232,0.105,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
100039,0,Cash loans,M,32,5.64,3.0,Y,N,360000.0,733315.5,39069.0,679500.0,0.109,0.053,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
100040,0,Cash loans,F,44,12.56,2.0,N,Y,135000.0,1125000.0,32895.0,1125000.0,0.244,0.029,State servant,Higher education,Married,House / apartment,Core staff
100041,0,Cash loans,F,33,3.49,2.0,N,N,112500.0,450000.0,44509.5,450000.0,0.396,0.099,Working,Higher education,Married,House / apartment,Sales staff
100043,0,Cash loans,F,47,2.1,4.0,N,Y,198000.0,641173.5,23157.0,553500.0,0.117,0.036,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff
100044,0,Cash loans,M,58,3.53,2.0,N,Y,121500.0,454500.0,15151.5,454500.0,0.125,0.033,Working,Secondary / secondary special,Married,House / apartment,Drivers
100045,0,Cash loans,F,66,4.52,2.0,N,Y,99000.0,247275.0,17338.5,225000.0,0.175,0.07,Pensioner,Secondary / secondary special,Married,House / apartment,
100046,0,Revolving loans,M,44,4.82,2.0,Y,Y,180000.0,540000.0,27000.0,540000.0,0.15,0.05,Working,Higher education,Married,House / apartment,Managers
100047,1,Cash loans,M,48,3.46,2.0,N,Y,202500.0,1193580.0,35028.0,855000.0,0.173,0.029,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
100048,0,Cash loans,F,46,1.3,2.0,N,Y,202500.0,604152.0,29196.0,540000.0,0.144,0.048,Working,Secondary / secondary special,Married,House / apartment,Laborers
100049,1,Cash loans,F,37,9.85,2.0,N,N,135000.0,288873.0,16258.5,238500.0,0.12,0.056,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
100050,0,Cash loans,F,65,4.52,1.0,N,Y,108000.0,746280.0,42970.5,675000.0,0.398,0.058,Pensioner,Higher education,Single / not married,House / apartment,
100051,0,Cash loans,M,27,2.08,2.0,N,Y,202500.0,661702.5,48280.5,598500.0,0.238,0.073,Working,Secondary / secondary special,Civil marriage,House / apartment,
100052,0,Revolving loans,F,22,2.45,3.0,N,Y,90000.0,180000.0,9000.0,180000.0,0.1,0.05,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
100053,0,Cash loans,F,56,4.52,1.0,N,Y,202500.0,305221.5,17649.0,252000.0,0.087,0.058,Pensioner,Secondary / secondary special,Single / not married,House / apartment,
100054,0,Cash loans,F,55,14.61,2.0,N,Y,99000.0,260640.0,26838.0,225000.0,0.271,0.103,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
100055,0,Cash loans,F,54,12.08,2.0,N,N,130500.0,1350000.0,37255.5,1350000.0,0.285,0.028,State servant,Secondary / secondary special,Married,House / apartment,Managers
100056,0,Cash loans,M,50,26.09,2.0,Y,Y,360000.0,1506816.0,49927.5,1350000.0,0.139,0.033,Working,Secondary / secondary special,Married,House / apartment,Laborers
100058,0,Revolving loans,F,34,3.22,2.0,N,Y,54000.0,135000.0,6750.0,135000.0,0.125,0.05,State servant,Higher education,Married,House / apartment,Core staff
100059,0,Cash loans,M,51,19.12,3.0,Y,Y,540000.0,675000.0,34596.0,675000.0,0.064,0.051,Commercial associate,Higher education,Married,House / apartment,Managers
100060,0,Cash loans,M,34,2.13,2.0,Y,N,76500.0,454500.0,14661.0,454500.0,0.192,0.032,Working,Secondary / secondary special,Married,House / apartment,
100061,0,Cash loans,F,29,3.81,4.0,N,Y,225000.0,314055.0,16164.0,238500.0,0.072,0.051,Commercial associate,Higher education,Married,House / apartment,Core staff
100062,0,Cash loans,M,51,4.52,2.0,Y,N,81000.0,675000.0,32472.0,675000.0,0.401,0.048,Pensioner,Secondary / secondary special,Married,House / apartment,
100063,0,Cash loans,F,35,11.25,2.0,N,Y,180000.0,837427.5,45558.0,666000.0,0.253,0.054,Working,Higher education,Married,House / apartment,Managers
100064,0,Cash loans,F,59,4.52,1.0,N,N,67500.0,298728.0,15381.0,202500.0,0.228,0.051,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,
100068,0,Revolving loans,M,50,6.44,2.0,N,Y,81000.0,247500.0,12375.0,247500.0,0.153,0.05,Working,Secondary / secondary special,Married,House / apartment,Security staff
100069,0,Cash loans,M,39,4.78,2.0,Y,Y,360000.0,640458.0,27265.5,517500.0,0.076,0.043,Working,Secondary / secondary special,Separated,House / apartment,Laborers
100070,0,Cash loans,M,56,5.73,1.0,Y,Y,540000.0,1227901.5,46899.0,1129500.0,0.087,0.038,Working,Higher education,Widow,House / apartment,Managers
100071,0,Cash loans,F,55,6.7,2.0,N,Y,180000.0,1663987.5,86989.5,1588500.0,0.483,0.052,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants
100072,0,Cash loans,M,22,3.63,1.0,N,N,180000.0,1080000.0,44118.0,1080000.0,0.245,0.041,Working,Incomplete higher,Single / not married,With parents,Sales staff
100073,0,Cash loans,M,63,4.52,2.0,Y,Y,324000.0,1130760.0,40189.5,810000.0,0.124,0.036,Pensioner,Higher education,Civil marriage,House / apartment,
100075,0,Cash loans,F,34,10.19,1.0,N,N,112500.0,95940.0,10462.5,90000.0,0.093,0.109,Working,Higher education,Single / not married,House / apartment,
100076,0,Cash loans,M,38,6.98,2.0,Y,N,180000.0,315000.0,9679.5,315000.0,0.054,0.031,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
100077,0,Cash loans,M,33,1.59,1.0,N,Y,180000.0,1256400.0,40657.5,900000.0,0.226,0.032,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff
100078,0,Cash loans,F,54,13.3,2.0,Y,Y,180000.0,1035000.0,43983.0,1035000.0,0.244,0.042,State servant,Higher education,Married,House / apartment,Core staff
100079,0,Revolving loans,M,42,0.31,1.0,N,Y,225000.0,270000.0,13500.0,270000.0,0.06,0.05,Working,Secondary / secondary special,Separated,Municipal apartment,Laborers
100080,0,Revolving loans,F,33,8.64,3.0,N,N,157500.0,450000.0,22500.0,450000.0,0.143,0.05,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff
100081,0,Cash loans,M,30,0.33,2.0,Y,N,180000.0,450000.0,21109.5,450000.0,0.117,0.047,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers
100082,0,Cash loans,M,33,7.79,4.0,N,N,180000.0,450000.0,21109.5,450000.0,0.117,0.047,Commercial associate,Higher education,Married,House / apartment,Laborers
100083,0,Cash loans,M,42,2.44,2.0,Y,Y,103500.0,573628.5,24435.0,463500.0,0.236,0.043,Working,Secondary / secondary special,Married,House / apartment,Laborers
100084,0,Cash loans,M,41,3.17,3.0,N,Y,225000.0,495351.0,26140.5,459000.0,0.116,0.053,Working,Secondary / secondary special,Separated,House / apartment,Laborers
100085,0,Cash loans,M,31,6.09,3.0,N,Y,157500.0,755190.0,28894.5,675000.0,0.183,0.038,Working,Secondary / secondary special,Married,House / apartment,Drivers
100086,0,Cash loans,F,39,6.83,2.0,N,Y,135000.0,675000.0,21775.5,675000.0,0.161,0.032,Commercial associate,Higher education,Widow,House / apartment,Laborers
100087,0,Cash loans,F,48,5.51,3.0,N,Y,202500.0,1288350.0,37800.0,1125000.0,0.187,0.029,Working,Secondary / secondary special,Married,House / apartment,Cooking staff
100088,0,Revolving loans,F,53,11.14,2.0,N,N,112500.0,135000.0,6750.0,135000.0,0.06,0.05,Commercial associate,Higher education,Married,House / apartment,
100089,0,Cash loans,M,26,7.7,2.0,N,Y,135000.0,337761.0,15781.5,256500.0,0.117,0.047,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
100093,0,Cash loans,F,50,1.98,3.0,N,Y,94500.0,585000.0,28273.5,585000.0,0.299,0.048,Working,Secondary / secondary special,Married,House / apartment,Core staff
100094,0,Cash loans,F,63,4.52,1.0,N,Y,108000.0,113760.0,5301.0,90000.0,0.049,0.047,Pensioner,Higher education,Single / not married,House / apartment,
100095,0,Revolving loans,F,51,3.93,4.0,N,Y,67500.0,135000.0,6750.0,135000.0,0.1,0.05,Working,Secondary / secondary special,Married,House / apartment,Sales staff
100096,1,Cash loans,F,68,4.52,2.0,N,Y,81000.0,252000.0,14593.5,252000.0,0.18,0.058,Pensioner,Secondary / secondary special,Married,House / apartment,
100097,0,Cash loans,M,48,6.69,2.0,Y,Y,157500.0,760225.5,30280.5,679500.0,0.192,0.04,Working,Secondary / secondary special,Married,House / apartment,
100098,0,Revolving loans,M,48,2.53,2.0,Y,N,225000.0,270000.0,13500.0,270000.0,0.06,0.05,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers
100099,0,Cash loans,F,63,4.52,1.0,N,Y,360000.0,733315.5,41076.0,679500.0,0.114,0.056,Pensioner,Secondary / secondary special,Separated,House / apartment,
100100,0,Cash loans,M,44,3.0,4.0,Y,Y,202500.0,796396.5,38443.5,643500.0,0.19,0.048,Working,Higher education,Married,House / apartment,Managers
100101,0,Cash loans,F,50,2.65,1.0,Y,Y,202500.0,343377.0,22072.5,283500.0,0.109,0.064,State servant,Higher education,Single / not married,House / apartment,High skill tech staff
100102,0,Cash loans,F,39,0.53,2.0,N,N,126000.0,327024.0,10264.5,270000.0,0.081,0.031,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
100103,0,Cash loans,F,58,4.64,2.0,N,Y,72000.0,450000.0,16965.0,450000.0,0.236,0.038,Working,Secondary / secondary special,Married,House / apartment,
100104,0,Cash loans,F,51,2.36,2.0,N,Y,90000.0,547344.0,30690.0,472500.0,0.341,0.056,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff
100105,0,Cash loans,F,54,24.28,2.0,N,Y,193500.0,225000.0,23755.5,225000.0,0.123,0.106,Working,Secondary / secondary special,Married,House / apartment,Managers
100108,0,Cash loans,F,35,3.88,5.0,N,Y,171000.0,545040.0,31288.5,450000.0,0.183,0.057,Working,Secondary / secondary special,Married,House / apartment,Sales staff
100110,0,Cash loans,M,29,2.03,5.0,Y,Y,135000.0,373140.0,25065.0,337500.0,0.186,0.067,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
100111,0,Cash loans,F,29,3.42,3.0,Y,N,112500.0,862560.0,27954.0,720000.0,0.248,0.032,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff
100112,1,Cash loans,M,28,5.52,1.0,Y,Y,315000.0,953460.0,64107.0,900000.0,0.204,0.067,Commercial associate,Incomplete higher,Single / not married,With parents,
100113,0,Cash loans,M,41,21.86,1.0,Y,N,76500.0,135000.0,6696.0,135000.0,0.088,0.05,Working,Secondary / secondary special,Single / not married,House / apartment,Low-skill Laborers
100114,0,Cash loans,F,29,1.9,1.0,N,Y,135000.0,284400.0,22599.0,225000.0,0.167,0.079,Commercial associate,Higher education,Single / not married,House / apartment,Laborers
100115,0,Cash loans,F,42,1.01,2.0,N,N,90000.0,315000.0,14683.5,315000.0,0.163,0.047,Working,Secondary / secondary special,Married,House / apartment,
100116,0,Cash loans,F,40,18.46,2.0,N,Y,243000.0,900000.0,32017.5,900000.0,0.132,0.036,Working,Higher education,Married,House / apartment,Core staff
100118,0,Cash loans,F,62,4.52,1.0,N,Y,90000.0,675000.0,26541.0,675000.0,0.295,0.039,Pensioner,Secondary / secondary special,Widow,House / apartment,
100119,0,Revolving loans,F,31,6.63,2.0,N,Y,54000.0,180000.0,9000.0,180000.0,0.167,0.05,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
100120,0,Cash loans,F,26,8.09,2.0,N,N,135000.0,781920.0,28215.0,675000.0,0.209,0.036,Working,Higher education,Married,House / apartment,Core staff
100121,0,Cash loans,M,46,1.83,2.0,N,Y,126000.0,787131.0,26145.0,679500.0,0.208,0.033,Working,Secondary / secondary special,Married,With parents,Low-skill Laborers
100122,0,Cash loans,F,30,6.76,3.0,N,N,76500.0,808650.0,26217.0,675000.0,0.343,0.032,Commercial associate,Higher education,Married,With parents,Core staff
100123,0,Cash loans,F,65,23.19,1.0,N,N,103500.0,675000.0,19737.0,675000.0,0.191,0.029,Working,Secondary / secondary special,Widow,House / apartment,Security staff
100124,0,Cash loans,M,66,4.52,1.0,N,Y,225000.0,448272.0,28647.0,396000.0,0.127,0.064,Pensioner,Secondary / secondary special,Widow,House / apartment,
100125,0,Cash loans,F,59,4.52,2.0,N,N,126000.0,263686.5,26208.0,238500.0,0.208,0.099,Pensioner,Secondary / secondary special,Married,House / apartment,
100126,0,Revolving loans,M,35,2.14,4.0,N,Y,135000.0,180000.0,9000.0,180000.0,0.067,0.05,Working,Secondary / secondary special,Married,House / apartment,
100127,0,Cash loans,M,58,4.52,2.0,N,Y,112500.0,52128.0,5341.5,45000.0,0.047,0.102,Pensioner,Secondary / secondary special,Married,House / apartment,
100129,0,Revolving loans,F,26,0.62,3.0,Y,Y,85500.0,135000.0,6750.0,135000.0,0.079,0.05,Working,Higher education,Married,House / apartment,
100130,1,Cash loans,F,29,0.73,2.0,N,Y,157500.0,723996.0,30802.5,585000.0,0.196,0.043,Commercial associate,Incomplete higher,Separated,House / apartment,Sales staff
100131,0,Cash loans,F,38,3.2,1.0,N,Y,270000.0,891072.0,45625.5,720000.0,0.169,0.051,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Realty agents
100132,0,Cash loans,F,65,2.65,1.0,N,Y,202500.0,1136439.0,73611.0,1089000.0,0.364,0.065,Commercial associate,Secondary / secondary special,Widow,House / apartment,Cleaning staff
100133,0,Cash loans,F,25,2.86,2.0,N,N,67500.0,384048.0,18810.0,270000.0,0.279,0.049,Working,Secondary / secondary special,Civil marriage,With parents,Core staff
100134,0,Revolving loans,F,28,1.27,2.0,N,N,202500.0,180000.0,9000.0,180000.0,0.044,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment,Secretaries
100135,0,Cash loans,M,54,0.59,2.0,N,Y,135000.0,391194.0,26271.0,319500.0,0.195,0.067,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
100136,0,Cash loans,M,44,0.65,3.0,Y,N,157500.0,1571931.0,49356.0,1435500.0,0.313,0.031,State servant,Secondary / secondary special,Married,House / apartment,Laborers
100137,0,Cash loans,F,56,4.52,2.0,Y,Y,225000.0,891072.0,45625.5,720000.0,0.203,0.051,Pensioner,Secondary / secondary special,Married,House / apartment,
100138,0,Cash loans,M,39,4.52,2.0,Y,N,135000.0,824823.0,29223.0,688500.0,0.216,0.035,Pensioner,Higher education,Married,House / apartment,
100139,0,Cash loans,F,36,6.32,3.0,N,N,157500.0,302341.5,24016.5,261000.0,0.152,0.079,Working,Secondary / secondary special,Married,House / apartment,
100140,0,Revolving loans,F,25,2.2,2.0,N,N,157500.0,675000.0,33750.0,675000.0,0.214,0.05,Commercial associate,Higher education,Married,House / apartment,High skill tech staff
100142,0,Cash loans,M,37,14.76,3.0,Y,Y,360000.0,579195.0,27994.5,468000.0,0.078,0.048,State servant,Higher education,Civil marriage,House / apartment,High skill tech staff
100143,0,Revolving loans,M,63,9.37,2.0,N,Y,162000.0,270000.0,13500.0,270000.0,0.083,0.05,State servant,Higher education,Married,House / apartment,Core staff
100144,0,Cash loans,F,46,12.49,1.0,N,N,112500.0,535500.0,30028.5,535500.0,0.267,0.056,Working,Secondary / secondary special,Separated,House / apartment,Sales staff
100145,0,Cash loans,F,45,11.99,2.0,Y,Y,202500.0,260725.5,16789.5,198000.0,0.083,0.064,Working,Secondary / secondary special,Separated,House / apartment,Laborers
100146,0,Cash loans,M,63,4.52,2.0,Y,Y,117000.0,327024.0,12456.0,270000.0,0.106,0.038,Pensioner,Secondary / secondary special,Married,House / apartment,
100147,0,Cash loans,F,44,7.76,3.0,N,Y,135000.0,518562.0,22099.5,463500.0,0.164,0.043,Working,Secondary / secondary special,Married,House / apartment,Laborers
100148,0,Cash loans,F,45,23.69,2.0,N,Y,247500.0,755190.0,36459.0,675000.0,0.147,0.048,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff
100149,0,Cash loans,M,25,1.32,2.0,Y,N,171000.0,539590.5,26374.5,445500.0,0.154,0.049,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers
100151,0,Cash loans,M,45,3.98,1.0,N,N,135000.0,182016.0,11772.0,144000.0,0.087,0.065,Commercial associate,Higher education,Single / not married,House / apartment,Accountants
100152,0,Cash loans,F,44,7.57,2.0,N,Y,157500.0,254412.0,9720.0,166500.0,0.062,0.038,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff
100153,0,Cash loans,M,50,5.19,2.0,Y,Y,202500.0,1107981.0,32526.0,967500.0,0.161,0.029,Working,Secondary / secondary special,Married,House / apartment,Drivers
100154,0,Revolving loans,M,33,8.21,2.0,N,N,144000.0,180000.0,9000.0,180000.0,0.062,0.05,Working,Secondary / secondary special,Married,House / apartment,Drivers
100155,0,Cash loans,M,33,7.94,2.0,N,N,157500.0,675000.0,21906.0,675000.0,0.139,0.032,Working,Secondary / secondary special,Married,House / apartment,Laborers
100156,0,Cash loans,F,39,14.82,4.0,Y,N,157500.0,945000.0,39127.5,945000.0,0.248,0.041,Commercial associate,Secondary / secondary special,Married,With parents,Medicine staff
100157,0,Cash loans,M,44,4.24,2.0,N,Y,180000.0,1755000.0,61132.5,1755000.0,0.34,0.035,Working,Secondary / secondary special,Married,House / apartment,
100158,0,Cash loans,M,34,4.99,2.0,N,N,180000.0,590337.0,27486.0,477000.0,0.153,0.047,Commercial associate,Incomplete higher,Married,House / apartment,Core staff
100159,0,Cash loans,F,40,11.03,2.0,N,Y,225000.0,1515415.5,41800.5,1354500.0,0.186,0.028,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
100160,1,Cash loans,M,46,0.55,2.0,N,Y,292500.0,675000.0,36747.0,675000.0,0.126,0.054,Working,Higher education,Married,House / apartment,Managers
100161,0,Cash loans,F,44,7.12,2.0,N,Y,90000.0,370629.0,13972.5,306000.0,0.155,0.038,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
100162,0,Cash loans,F,58,4.52,1.0,N,Y,112500.0,547344.0,18216.0,472500.0,0.162,0.033,Pensioner,Secondary / secondary special,Single / not married,House / apartment,
100163,0,Cash loans,F,54,15.66,1.0,N,Y,130500.0,550489.5,19773.0,454500.0,0.152,0.036,Working,Higher education,Separated,House / apartment,
100164,0,Cash loans,F,44,7.21,3.0,Y,N,450000.0,407434.5,43362.0,387000.0,0.096,0.106,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff
100165,0,Cash loans,F,60,4.52,2.0,Y,Y,175500.0,1293502.5,35568.0,1129500.0,0.203,0.027,Pensioner,Secondary / secondary special,Married,House / apartment,
100166,0,Cash loans,F,39,5.19,5.0,N,Y,58500.0,152820.0,15241.5,135000.0,0.261,0.1,Working,Secondary / secondary special,Married,Municipal apartment,Core staff
100167,0,Cash loans,F,41,2.85,2.0,N,Y,180000.0,427500.0,46170.0,427500.0,0.256,0.108,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,
100173,0,Cash loans,F,32,7.11,1.0,N,N,117000.0,781920.0,26725.5,675000.0,0.228,0.034,Working,Higher education,Single / not married,House / apartment,Core staff
100174,0,Revolving loans,F,40,5.47,4.0,N,Y,180000.0,225000.0,11250.0,225000.0,0.062,0.05,Working,Incomplete higher,Married,Municipal apartment,Sales staff
100175,0,Cash loans,F,45,0.73,3.0,N,Y,202500.0,1251072.0,45067.5,1080000.0,0.223,0.036,Working,Secondary / secondary special,Civil marriage,House / apartment,
100176,0,Cash loans,F,48,11.83,2.0,N,Y,135000.0,1078200.0,31653.0,900000.0,0.234,0.029,Working,Secondary / secondary special,Married,House / apartment,Laborers
100177,0,Cash loans,M,39,0.92,3.0,N,N,112500.0,312682.5,33309.0,297000.0,0.296,0.107,Working,Secondary / secondary special,Civil marriage,House / apartment,
100178,0,Cash loans,F,53,4.07,1.0,N,Y,119250.0,679500.0,28917.0,679500.0,0.242,0.043,Working,Higher education,Separated,House / apartment,
100179,0,Cash loans,F,31,6.33,2.0,Y,N,202500.0,675000.0,53329.5,675000.0,0.263,0.079,Commercial associate,Higher education,Married,House / apartment,Managers
100180,0,Cash loans,F,43,13.53,3.0,N,Y,315000.0,1288350.0,37800.0,1125000.0,0.12,0.029,Commercial associate,Higher education,Married,House / apartment,Accountants
100181,1,Cash loans,F,48,21.03,1.0,N,Y,157500.0,245619.0,12667.5,166500.0,0.08,0.052,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff
100182,0,Revolving loans,F,37,13.04,2.0,N,Y,112500.0,135000.0,6750.0,135000.0,0.06,0.05,Working,Secondary / secondary special,Separated,House / apartment,Core staff
100183,0,Cash loans,F,68,4.52,1.0,N,Y,103500.0,239850.0,23494.5,225000.0,0.227,0.098,Pensioner,Secondary / secondary special,Separated,House / apartment,
100185,0,Cash loans,M,55,4.52,2.0,N,Y,58500.0,187704.0,10903.5,148500.0,0.186,0.058,Pensioner,Secondary / secondary special,Married,House / apartment,
100186,0,Cash loans,F,60,4.52,1.0,N,Y,117000.0,269550.0,13095.0,225000.0,0.112,0.049,Pensioner,Secondary / secondary special,Single / not married,House / apartment,
100188,0,Cash loans,F,42,15.85,3.0,N,N,225000.0,1325475.0,56290.5,1125000.0,0.25,0.042,Working,Higher education,Married,Office apartment,Core staff
100189,0,Cash loans,F,46,3.0,1.0,N,Y,135000.0,263844.0,14440.5,189000.0,0.107,0.055,Working,Incomplete higher,Separated,House / apartment,Sales staff
